order_no,booking_date,driver_id,license_plates,`status`,create_date,类型,driver_id,license_plates
"P40502983760443137","2017-08-17 23:29:00",\N,\N,"10","2017-08-17 23:29:19","其他",\N,\N
"P23502983763702793","2017-08-17 23:29:00","88081","黑AL33L1","50","2017-08-17 23:29:23","绑单","88081","黑AL33L1"
"P27502983924222403","2017-08-17 23:32:00",\N,\N,"60","2017-08-17 23:32:04","其他",\N,\N
"P27502984331612187","2017-08-17 23:38:00",\N,\N,"60","2017-08-17 23:38:51","其他",\N,\N
"P24502984632521242","2017-08-17 23:43:00",\N,\N,"60","2017-08-17 23:43:52","其他",\N,\N
"P34502985194775335","2017-08-18 06:27:00","26949","京BZ5943","60","2017-08-17 23:53:14","抢单","26949","京BZ5943"
"P27502985284595567","2017-08-18 05:40:00",\N,\N,"60","2017-08-17 23:54:44","其他",\N,\N
"P13502985286354544","2017-08-17 23:54:00",\N,\N,"60","2017-08-17 23:54:46","其他",\N,\N
"P17502985854537394","2017-08-20 12:30:00","115361","京BZ5366","60","2017-08-18 00:04:14","抢单","115361","京BZ5366"
"P27502986096110581","2017-08-18 00:08:00",\N,\N,"60","2017-08-18 00:08:16","其他",\N,\N
"P30502987150372112","2017-08-18 00:25:00",\N,\N,"60","2017-08-18 00:25:49","其他",\N,\N
"P37502987692060225","2017-08-18 00:34:00",\N,\N,"60","2017-08-18 00:34:52","其他",\N,\N
"P45502987920398343","2017-08-18 00:38:00",\N,\N,"60","2017-08-18 00:38:40","其他",\N,\N
"P43502988092015705","2017-08-18 00:41:00",\N,\N,"60","2017-08-18 00:41:31","其他",\N,\N
"P3502988153151857","2017-08-18 01:16:00",\N,\N,"60","2017-08-18 00:42:33","其他",\N,\N
"P3502988173360880","2017-08-18 00:42:00",\N,\N,"60","2017-08-18 00:42:53","其他",\N,\N
"P22502988376053386","2017-08-18 01:20:00",\N,\N,"10","2017-08-18 00:46:16","其他",\N,\N
"P45502988387110028","2017-08-18 01:20:00",\N,\N,"60","2017-08-18 00:46:27","其他",\N,\N
"P37502988396121654","2017-08-18 07:21:00",\N,\N,"60","2017-08-18 00:46:36","其他",\N,\N
"P45502988449396261","2017-08-18 11:00:00","84263","晋A3842Y","50","2017-08-18 00:47:29","抢单","84263","晋A3842Y"
"P20502992227207957","2017-08-18 01:50:00",\N,\N,"10","2017-08-18 01:50:26","其他",\N,\N
"P37502992273997532","2017-08-18 01:51:00",\N,\N,"10","2017-08-18 01:51:13","其他",\N,\N
"P3502992299140541","2017-08-18 01:51:00",\N,\N,"10","2017-08-18 01:51:39","其他",\N,\N
"P13502993149188557","2017-08-18 02:05:00",\N,\N,"60","2017-08-18 02:05:49","其他",\N,\N
"P35502993272318000","2017-08-18 02:07:00",\N,\N,"10","2017-08-18 02:07:52","其他",\N,\N
"P26502996540550977","2017-08-19 02:00:00",\N,\N,"60","2017-08-18 03:02:20","其他",\N,\N
"P13502998248227528","2017-08-18 07:30:00","27661","京BZ5941","60","2017-08-18 03:30:48","抢单","27661","京BZ5941"
"P40502999525513881","2017-08-18 06:00:00","27661","京BZ5941","60","2017-08-18 03:52:04","抢单","27661","京BZ5941"
"P24503002794971461","2017-08-18 14:00:00",\N,\N,"60","2017-08-18 04:46:34","其他",\N,\N
"P5503003406016069","2017-08-18 06:59:00","27657","京BZ5974","60","2017-08-18 04:56:46","抢单","27657","京BZ5974"
"P17503004714242662","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 05:18:34","其他",\N,\N
"P3503004980142769","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 05:23:00","其他",\N,\N
"P25503005117737276","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 05:25:17","其他",\N,\N
"P25503005939015417","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 05:38:59","其他",\N,\N
"P25503006083835904","2017-08-18 13:50:00",\N,\N,"60","2017-08-18 05:41:23","其他",\N,\N
"P23503006204456195","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 05:43:24","其他",\N,\N
"P24503006720370057","2017-08-18 13:50:00",\N,\N,"60","2017-08-18 05:52:00","其他",\N,\N
"P17503006933527644","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 05:55:33","其他",\N,\N
"P43503007247692568","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 06:00:47","其他",\N,\N
"P40503007450987639","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 06:04:10","其他",\N,\N
"B26503008012377278","2017-08-18 08:30:00","62229","豫A80HV2","50","2017-08-18 06:13:32","抢单","62229","豫A80HV2"
"P3503008347942652","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 06:19:08","其他",\N,\N
"P20503008723112853","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 06:25:23","其他",\N,\N
"P30503008910736605","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 06:28:30","其他",\N,\N
"P10503008992857856","2017-08-18 09:00:00",\N,\N,"60","2017-08-18 06:29:52","其他",\N,\N
"P40503009129601580","2017-08-18 09:00:00",\N,\N,"60","2017-08-18 06:32:09","其他",\N,\N
"P22503009244882674","2017-08-18 09:20:00","27645","京BZ5940","60","2017-08-18 06:34:04","抢单","27645","京BZ5940"
"P45503009265265203","2017-08-18 09:20:00","29137","京BZ5947","60","2017-08-18 06:34:25","抢单","29137","京BZ5947"
"P36503009289864069","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 06:34:49","其他",\N,\N
"P15503009475234185","2017-08-18 06:37:00",\N,\N,"60","2017-08-18 06:37:55","其他",\N,\N
"P17503009503388770","2017-08-18 09:00:00",\N,\N,"60","2017-08-18 06:38:23","其他",\N,\N
"P26503009558349966","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 06:39:18","其他",\N,\N
"P25503009816243332","2017-08-18 09:00:00",\N,\N,"60","2017-08-18 06:43:36","其他",\N,\N
"P35503010133044396","2017-08-18 06:48:00","63387","京BZ6030","60","2017-08-18 06:48:53","绑单","63387","京BZ6030"
"P5503010465002252","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 06:54:25","其他",\N,\N
"P30503010479241563","2017-08-18 12:24:00",\N,\N,"60","2017-08-18 06:54:39","其他",\N,\N
"P43503011007222824","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 07:03:27","其他",\N,\N
"P13503011405467660","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 07:10:05","其他",\N,\N
"P24503011869895387","2017-08-18 09:51:00","27661","京BZ5941","60","2017-08-18 07:17:49","抢单","27661","京BZ5941"
"P21503013176301309","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 07:39:36","其他",\N,\N
"P37503013294983383","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 07:41:35","其他",\N,\N
"P34503013421411715","2017-08-18 08:40:00",\N,\N,"60","2017-08-18 07:43:41","其他",\N,\N
"P45503013804502809","2017-08-18 07:50:00",\N,\N,"60","2017-08-18 07:50:04","其他",\N,\N
"P43503014003605972","2017-08-18 07:53:00","88085","黑AL36P0","50","2017-08-18 07:53:23","绑单","88085","黑AL36P0"
"P3503014036366212","2017-08-18 07:53:00",\N,\N,"60","2017-08-18 07:53:56","其他",\N,\N
"P26503014376213481","2017-08-18 07:59:00",\N,\N,"60","2017-08-18 07:59:36","其他",\N,\N
"P45503014445482049","2017-08-18 08:00:00",\N,\N,"60","2017-08-18 08:00:45","其他",\N,\N
"P15503014575571002","2017-08-18 08:02:00",\N,\N,"10","2017-08-18 08:02:55","其他",\N,\N
"P17503015494989924","2017-08-18 08:18:00",\N,\N,"60","2017-08-18 08:18:15","其他",\N,\N
"P45503015782861116","2017-08-18 08:23:00",\N,\N,"60","2017-08-18 08:23:02","其他",\N,\N
"P26503015790879269","2017-08-18 08:23:00",\N,\N,"60","2017-08-18 08:23:10","其他",\N,\N
"P27503015907316327","2017-08-18 08:25:00",\N,\N,"60","2017-08-18 08:25:07","其他",\N,\N
"P23503016063613383","2017-08-18 08:27:00",\N,\N,"10","2017-08-18 08:27:43","其他",\N,\N
"P40503016268074664","2017-08-18 08:31:00",\N,\N,"60","2017-08-18 08:31:07","其他",\N,\N
"P26503016405881919","2017-08-18 08:33:00",\N,\N,"60","2017-08-18 08:33:25","其他",\N,\N
"P22503016607754226","2017-08-18 08:36:00","84263","晋A3842Y","60","2017-08-18 08:36:47","绑单","84263","晋A3842Y"
"P26503016696011008","2017-08-18 08:38:00",\N,\N,"60","2017-08-18 08:38:16","其他",\N,\N
"P30503017175981539","2017-08-18 08:46:00",\N,\N,"60","2017-08-18 08:46:15","其他",\N,\N
"P17503017259482783","2017-08-18 08:47:00",\N,\N,"60","2017-08-18 08:47:39","其他",\N,\N
"P27503017454209328","2017-08-18 08:50:00",\N,\N,"60","2017-08-18 08:50:54","其他",\N,\N
"P15503017555472659","2017-08-18 08:52:00","26811","京BZ5984","50","2017-08-18 08:52:35","绑单","26811","京BZ5984"
"P40503017584242570","2017-08-18 08:53:00",\N,\N,"60","2017-08-18 08:53:04","其他",\N,\N
"P35503017854013962","2017-08-18 08:57:00",\N,\N,"60","2017-08-18 08:57:34","其他",\N,\N
"P24503018088437563","2017-08-18 09:01:00",\N,\N,"60","2017-08-18 09:01:28","其他",\N,\N
"P40503018801699574","2017-08-18 09:16:00",\N,\N,"60","2017-08-18 09:13:21","其他",\N,\N
"P34503018868622753","2017-08-18 09:14:00",\N,\N,"60","2017-08-18 09:14:28","其他",\N,\N
"P36503018902818102","2017-08-18 09:15:00",\N,\N,"60","2017-08-18 09:15:02","其他",\N,\N
"P43503018967085439","2017-08-18 09:19:00",\N,\N,"60","2017-08-18 09:16:07","其他",\N,\N
"P27503019667292130","2017-08-18 09:27:00",\N,\N,"60","2017-08-18 09:27:47","其他",\N,\N
"P7503019891401566","2017-08-18 09:31:00",\N,\N,"60","2017-08-18 09:31:31","其他",\N,\N
"P7503019916213052","2017-08-18 09:31:00",\N,\N,"10","2017-08-18 09:31:56","其他",\N,\N
"P7503019924422877","2017-08-18 09:32:00",\N,\N,"60","2017-08-18 09:32:04","其他",\N,\N
"P26503019937690880","2017-08-18 09:32:00",\N,\N,"60","2017-08-18 09:32:17","其他",\N,\N
"P34503019975718707","2017-08-18 09:32:00",\N,\N,"60","2017-08-18 09:32:55","其他",\N,\N
"P36503020067784852","2017-08-18 09:34:00","88081","黑AL33L1","50","2017-08-18 09:34:27","绑单","88081","黑AL33L1"
"P3503020124727352","2017-08-18 09:35:00",\N,\N,"60","2017-08-18 09:35:24","其他",\N,\N
"P3503020160231425","2017-08-18 10:35:00","26971","京BZ5944","50","2017-08-18 09:36:00","抢单","26971","京BZ5944"
"P3503020524655434","2017-08-18 10:11:00",\N,\N,"60","2017-08-18 09:42:04","其他",\N,\N
"P3503020683047304","2017-08-18 10:11:00",\N,\N,"60","2017-08-18 09:44:43","其他",\N,\N
"P35503020796135788","2017-08-18 09:46:00",\N,\N,"60","2017-08-18 09:46:36","其他",\N,\N
"P3503020803455364","2017-08-18 09:46:00",\N,\N,"60","2017-08-18 09:46:43","其他",\N,\N
"P43503020819758097","2017-08-18 10:11:00",\N,\N,"60","2017-08-18 09:46:59","其他",\N,\N
"P23503020878923931","2017-08-18 09:47:00",\N,\N,"60","2017-08-18 09:47:58","其他",\N,\N
"P23503020981366193","2017-08-18 09:49:00",\N,\N,"60","2017-08-18 09:49:41","其他",\N,\N
"P24503020992416630","2017-08-18 10:11:00",\N,\N,"60","2017-08-18 09:49:52","其他",\N,\N
"P17503021157861415","2017-08-18 09:52:00",\N,\N,"60","2017-08-18 09:52:37","其他",\N,\N
"P37503021193098903","2017-08-18 09:53:00",\N,\N,"60","2017-08-18 09:53:13","其他",\N,\N
"P25503021367201674","2017-08-18 09:56:00",\N,\N,"60","2017-08-18 09:56:07","其他",\N,\N
"P25503021494122386","2017-08-18 09:58:00",\N,\N,"60","2017-08-18 09:58:14","其他",\N,\N
"P24503021567037191","2017-08-18 10:34:00",\N,\N,"60","2017-08-18 09:59:27","其他",\N,\N
"P22503021656989177","2017-08-18 10:00:00",\N,\N,"60","2017-08-18 10:00:57","其他",\N,\N
"P24503021714034919","2017-08-18 10:34:00",\N,\N,"60","2017-08-18 10:01:54","其他",\N,\N
"P40503021787166736","2017-08-18 12:00:00",\N,\N,"60","2017-08-18 10:03:07","其他",\N,\N
"P24503021789006429","2017-08-18 10:03:00",\N,\N,"60","2017-08-18 10:03:09","其他",\N,\N
"P24503021799362467","2017-08-18 10:34:00",\N,\N,"60","2017-08-18 10:03:19","其他",\N,\N
"P40503021820208048","2017-08-18 12:00:00",\N,\N,"60","2017-08-18 10:03:40","其他",\N,\N
"P35503021892576607","2017-08-18 13:00:00",\N,\N,"60","2017-08-18 10:04:52","其他",\N,\N
"P40503021948558904","2017-08-18 12:00:00","26941","京BZ5939","50","2017-08-18 10:05:48","抢单","26941","京BZ5939"
"P21503021949767491","2017-08-18 10:05:00","9658","京BZ5317","50","2017-08-18 10:05:49","绑单","9658","京BZ5317"
"P36503022014266852","2017-08-18 10:06:00",\N,\N,"60","2017-08-18 10:06:54","其他",\N,\N
"P23503022025995842","2017-08-18 13:00:00",\N,\N,"60","2017-08-18 10:07:06","其他",\N,\N
"P15503022112268296","2017-08-18 10:08:00",\N,\N,"60","2017-08-18 10:08:32","其他",\N,\N
"P34503022113956913","2017-08-18 12:10:00","6323","沪BMA057","50","2017-08-18 10:08:34","抢单","6323","沪BMA057"
"P23503022121690425","2017-08-18 13:00:00",\N,\N,"60","2017-08-18 10:08:41","其他",\N,\N
"P34503022290647614","2017-08-18 13:00:00",\N,\N,"60","2017-08-18 10:11:30","其他",\N,\N
"P37503022342453018","2017-08-18 13:36:00","26949","京BZ5943","50","2017-08-18 10:12:22","抢单","26949","京BZ5943"
"P43503022536015983","2017-08-18 13:00:00",\N,\N,"60","2017-08-18 10:15:36","其他",\N,\N
"P5503022991127316","2017-08-18 13:00:00",\N,\N,"60","2017-08-18 10:23:11","其他",\N,\N
"P36503023094341035","2017-08-18 10:24:00",\N,\N,"60","2017-08-18 10:24:54","其他",\N,\N
"P13503023172311638","2017-08-18 13:00:00",\N,\N,"60","2017-08-18 10:26:12","其他",\N,\N
"P15503023227451996","2017-08-18 13:00:00",\N,\N,"60","2017-08-18 10:27:07","其他",\N,\N
"P43503023630546608","2017-08-18 13:00:00",\N,\N,"60","2017-08-18 10:33:50","其他",\N,\N
"P23503024760495750","2017-08-18 10:52:00","23817","京BZ5796","60","2017-08-18 10:52:40","绑单","23817","京BZ5796"
"P26503025072897259","2017-08-18 13:00:00",\N,\N,"60","2017-08-18 10:57:52","其他",\N,\N
"P34503025327181690","2017-08-18 13:00:00",\N,\N,"60","2017-08-18 11:02:07","其他",\N,\N
"P22503025459057916","2017-08-18 11:04:00",\N,\N,"60","2017-08-18 11:04:19","其他",\N,\N
"P17503025486730986","2017-08-18 11:04:00",\N,\N,"60","2017-08-18 11:04:46","其他",\N,\N
"P22503025552498271","2017-08-18 11:05:00",\N,\N,"60","2017-08-18 11:05:52","其他",\N,\N
"P10503025679918446","2017-08-18 11:07:00",\N,\N,"60","2017-08-18 11:07:59","其他",\N,\N
"P10503025707067166","2017-08-18 12:08:00","27657","京BZ5974","60","2017-08-18 11:08:26","抢单","27657","京BZ5974"
"P37503025792705547","2017-08-18 11:09:00",\N,\N,"60","2017-08-18 11:09:52","其他",\N,\N
"P30503025840050479","2017-08-18 11:10:00",\N,\N,"60","2017-08-18 11:10:39","其他",\N,\N
"P15503025909506593","2017-08-18 11:11:00",\N,\N,"60","2017-08-18 11:11:49","其他",\N,\N
"P27503026020948511","2017-08-18 11:13:00",\N,\N,"60","2017-08-18 11:13:40","其他",\N,\N
"P30503026177593287","2017-08-18 11:16:00",\N,\N,"60","2017-08-18 11:16:17","其他",\N,\N
"P3503026309314819","2017-08-18 11:18:00",\N,\N,"60","2017-08-18 11:18:29","其他",\N,\N
"P40503026310584777","2017-08-18 11:18:00",\N,\N,"60","2017-08-18 11:18:30","其他",\N,\N
"P27503026358925369","2017-08-18 11:19:00",\N,\N,"10","2017-08-18 11:19:18","其他",\N,\N
"P26503026385123687","2017-08-18 11:19:00","26837","京BZ5997","50","2017-08-18 11:19:45","绑单","26837","京BZ5997"
"P37503026390743452","2017-08-18 11:19:00",\N,\N,"60","2017-08-18 11:19:50","其他",\N,\N
"P20503026527062427","2017-08-18 11:22:00",\N,\N,"60","2017-08-18 11:22:06","其他",\N,\N
"P3503026595173445","2017-08-18 22:30:00","115363","京BZ5773","60","2017-08-18 11:23:15","抢单","115363","京BZ5773"
"P36503026666380800","2017-08-18 11:24:00",\N,\N,"60","2017-08-18 11:24:26","其他",\N,\N
"P26503026737589998","2017-08-18 11:25:00",\N,\N,"60","2017-08-18 11:25:37","其他",\N,\N
"P25503026751723904","2017-08-18 11:25:00",\N,\N,"60","2017-08-18 11:25:51","其他",\N,\N
"P40503026798831702","2017-08-18 11:26:00",\N,\N,"60","2017-08-18 11:26:38","其他",\N,\N
"P25503026902393000","2017-08-18 11:28:00","19499","京BZ5360","50","2017-08-18 11:28:22","绑单","19499","京BZ5360"
"P30503026909774638","2017-08-18 11:28:00",\N,\N,"60","2017-08-18 11:28:29","其他",\N,\N
"P20503026930223821","2017-08-18 11:28:00","19449","京BZ5344","50","2017-08-18 11:28:50","绑单","19449","京BZ5344"
"P10503027050311724","2017-08-18 11:30:00",\N,\N,"60","2017-08-18 11:30:50","其他",\N,\N
"P34503027177595026","2017-08-18 11:32:00","12988","沪BMM579","50","2017-08-18 11:32:57","绑单","12988","沪BMM579"
"P7503027273165945","2017-08-18 11:34:00",\N,\N,"60","2017-08-18 11:34:33","其他",\N,\N
"P36503027296225903","2017-08-18 12:09:00",\N,\N,"60","2017-08-18 11:34:56","其他",\N,\N
"P26503027306174937","2017-08-18 11:35:00",\N,\N,"60","2017-08-18 11:35:06","其他",\N,\N
"P45503027317408707","2017-08-18 16:10:00",\N,\N,"60","2017-08-18 11:35:17","其他",\N,\N
"P13503027374281485","2017-08-18 11:36:00",\N,\N,"60","2017-08-18 11:36:14","其他",\N,\N
"P23503027442832398","2017-08-18 16:10:00",\N,\N,"60","2017-08-18 11:37:22","其他",\N,\N
"P21503027503567749","2017-08-18 11:38:00",\N,\N,"60","2017-08-18 11:38:23","其他",\N,\N
"P26503027568155182","2017-08-18 17:10:00",\N,\N,"60","2017-08-18 11:39:29","其他",\N,\N
"P20503027628785798","2017-08-18 11:40:00",\N,\N,"60","2017-08-18 11:40:28","其他",\N,\N
"P36503027670607401","2017-08-18 17:10:00",\N,\N,"60","2017-08-18 11:41:10","其他",\N,\N
"B4503027676581040","2017-08-18 11:41:00","6344","测AA8896","60","2017-08-18 11:41:16","绑单","6344","测AA8896"
"P24503027721324583","2017-08-18 11:42:00",\N,\N,"60","2017-08-18 11:42:01","其他",\N,\N
"P17503027790994793","2017-08-18 11:43:00",\N,\N,"60","2017-08-18 11:43:11","其他",\N,\N
"P26503027872130624","2017-08-18 11:44:00",\N,\N,"60","2017-08-18 11:44:32","其他",\N,\N
"P3503027974555636","2017-08-18 11:46:00",\N,\N,"60","2017-08-18 11:46:14","其他",\N,\N
"P34503028073212758","2017-08-18 11:47:00",\N,\N,"60","2017-08-18 11:47:53","其他",\N,\N
"P21503028133061807","2017-08-18 11:48:00",\N,\N,"60","2017-08-18 11:48:53","其他",\N,\N
"P5503028222115191","2017-08-18 11:50:00",\N,\N,"60","2017-08-18 11:50:22","其他",\N,\N
"P3503028299359168","2017-08-18 17:10:00","23907","京BZ5770","50","2017-08-18 11:51:39","抢单","23907","京BZ5770"
"P34503028317505234","2017-08-18 11:51:00",\N,\N,"60","2017-08-18 11:51:57","其他",\N,\N
"P10503028427309653","2017-08-18 11:53:00",\N,\N,"60","2017-08-18 11:53:47","其他",\N,\N
"P43503028436741957","2017-08-18 11:53:00",\N,\N,"60","2017-08-18 11:53:56","其他",\N,\N
"P20503028551911241","2017-08-18 11:55:00",\N,\N,"60","2017-08-18 11:55:51","其他",\N,\N
"P24503028625037095","2017-08-18 11:57:00",\N,\N,"60","2017-08-18 11:57:05","其他",\N,\N
"P36503028691919703","2017-08-18 11:58:00",\N,\N,"60","2017-08-18 11:58:11","其他",\N,\N
"P43503028695663887","2017-08-18 17:00:00","115363","京BZ5773","50","2017-08-18 11:58:15","抢单","115363","京BZ5773"
"P5503028816843767","2017-08-18 12:00:00",\N,\N,"60","2017-08-18 12:00:16","其他",\N,\N
"P30503028902275226","2017-08-18 12:36:00","43713","辽B1MR55","50","2017-08-18 12:01:42","抢单","43713","辽B1MR55"
"P25503030279632229","2017-08-18 12:24:00",\N,\N,"60","2017-08-18 12:24:39","其他",\N,\N
"P23503031872156990","2017-08-18 14:40:00","29137","京BZ5947","60","2017-08-18 12:51:12","抢单","29137","京BZ5947"
"P25503032193660891","2017-08-20 16:13:00","17491","京BZ5319","50","2017-08-18 12:56:33","抢单","17491","京BZ5319"
"P10503032236835199","2017-08-18 12:57:00",\N,\N,"60","2017-08-18 12:57:16","其他",\N,\N
"P35503032649956977","2017-08-18 13:04:00","9656","京BZ5316","50","2017-08-18 13:04:10","绑单","9656","京BZ5316"
"P37503033631849775","2017-08-18 13:20:00",\N,\N,"60","2017-08-18 13:20:31","其他",\N,\N
"P20503033696548440","2017-08-18 18:00:00","88081","黑AL33L1","50","2017-08-18 13:21:36","抢单","88081","黑AL33L1"
"P35503033913252501","2017-08-18 13:25:00","26817","京BZ5987","60","2017-08-18 13:25:13","绑单","26817","京BZ5987"
"P21503033924560798","2017-08-18 13:25:00","17505","京BZ5328","50","2017-08-18 13:25:24","绑单","17505","京BZ5328"
"P4503034246415033","2017-08-18 13:30:00","6383","测YX1234","60","2017-08-18 13:30:46","绑单","6383","测YX1234"
"P26503034659365460","2017-08-18 13:37:00","19517","京BZ5370","50","2017-08-18 13:37:39","绑单","19517","京BZ5370"
"P4503035167473141","2017-08-18 13:46:00","6383","测YX1234","50","2017-08-18 13:46:07","绑单","6383","测YX1234"
"P21503035928838543","2017-08-18 14:33:00",\N,\N,"60","2017-08-18 13:58:48","其他",\N,\N
"B23503035937512155","2017-08-18 13:58:00",\N,\N,"60","2017-08-18 13:58:57","其他",\N,\N
"P27503035977123772","2017-08-18 13:59:00",\N,\N,"60","2017-08-18 13:59:37","其他",\N,\N
"P45503036273759791","2017-08-18 14:04:00",\N,\N,"60","2017-08-18 14:04:33","其他",\N,\N
"P45503036274112827","2017-08-18 17:30:00",\N,\N,"60","2017-08-18 14:04:34","其他",\N,\N
"P23503036344913973","2017-08-18 14:05:00",\N,\N,"60","2017-08-18 14:05:44","其他",\N,\N
"P10503036427546954","2017-08-18 14:07:00",\N,\N,"60","2017-08-18 14:07:07","其他",\N,\N
"P30503036428771082","2017-08-18 17:30:00",\N,\N,"60","2017-08-18 14:07:08","其他",\N,\N
"P36503036435753334","2017-08-18 14:07:00",\N,\N,"60","2017-08-18 14:07:15","其他",\N,\N
"P22503036457800558","2017-08-18 14:07:00",\N,\N,"60","2017-08-18 14:07:37","其他",\N,\N
"P4503036458558250","2017-08-18 14:07:00",\N,\N,"10","2017-08-18 14:07:38","其他",\N,\N
"P4503036470161411","2017-08-18 14:07:00","6383","测YX1234","60","2017-08-18 14:07:50","绑单","6383","测YX1234"
"P24503036490709891","2017-08-18 14:08:00",\N,\N,"60","2017-08-18 14:08:10","其他",\N,\N
"P7503036502874301","2017-08-18 14:08:00",\N,\N,"60","2017-08-18 14:08:22","其他",\N,\N
"P13503036508435405","2017-08-18 14:08:00",\N,\N,"60","2017-08-18 14:08:28","其他",\N,\N
"P23503036566244150","2017-08-18 14:09:00",\N,\N,"60","2017-08-18 14:09:26","其他",\N,\N
"P26503036593262172","2017-08-18 14:09:00",\N,\N,"60","2017-08-18 14:09:53","其他",\N,\N
"P27503036600096175","2017-08-18 14:10:00",\N,\N,"60","2017-08-18 14:10:00","其他",\N,\N
"P37503036660168134","2017-08-18 14:11:00",\N,\N,"60","2017-08-18 14:11:00","其他",\N,\N
"P37503036702952426","2017-08-18 14:11:00",\N,\N,"60","2017-08-18 14:11:43","其他",\N,\N
"P23503036738007354","2017-08-18 14:12:00",\N,\N,"60","2017-08-18 14:12:18","其他",\N,\N
"P27503036766996906","2017-08-18 19:47:00",\N,\N,"60","2017-08-18 14:12:47","其他",\N,\N
"P22503036816787538","2017-08-18 14:13:00",\N,\N,"60","2017-08-18 14:13:36","其他",\N,\N
"P26503036836863589","2017-08-18 14:13:00",\N,\N,"60","2017-08-18 14:13:56","其他",\N,\N
"P3503036853510929","2017-08-18 14:14:00",\N,\N,"60","2017-08-18 14:14:13","其他",\N,\N
"P22503037004939386","2017-08-18 14:16:00",\N,\N,"60","2017-08-18 14:16:44","其他",\N,\N
"B4503037061964594","2017-08-18 14:17:00","6383","测YX1234","60","2017-08-18 14:17:42","绑单","6383","测YX1234"
"P36503037215975504","2017-08-18 14:20:00",\N,\N,"60","2017-08-18 14:20:16","其他",\N,\N
"P10503037873799938","2017-08-18 16:30:00","29137","京BZ5947","60","2017-08-18 14:31:13","抢单","29137","京BZ5947"
"P37503037900472448","2017-08-18 14:31:00",\N,\N,"60","2017-08-18 14:31:40","其他",\N,\N
"P22503037932979386","2017-08-18 14:32:00",\N,\N,"60","2017-08-18 14:32:13","其他",\N,\N
"P23503038069597768","2017-08-18 14:34:00",\N,\N,"60","2017-08-18 14:34:29","其他",\N,\N
"P20503038109380557","2017-08-18 20:00:00",\N,\N,"60","2017-08-18 14:35:09","其他",\N,\N
"P10503038180694692","2017-08-18 14:36:00",\N,\N,"60","2017-08-18 14:36:20","其他",\N,\N
"P30503038262380833","2017-08-18 15:12:00",\N,\N,"60","2017-08-18 14:37:42","其他",\N,\N
"P36503038283370496","2017-08-18 14:38:00",\N,\N,"60","2017-08-18 14:38:03","其他",\N,\N
"P30503038292758879","2017-08-18 14:38:00",\N,\N,"60","2017-08-18 14:38:12","其他",\N,\N
"P20503038307624435","2017-08-18 14:38:00",\N,\N,"60","2017-08-18 14:38:27","其他",\N,\N
"P26503038318128065","2017-08-18 14:38:00",\N,\N,"60","2017-08-18 14:38:38","其他",\N,\N
"P7503038406701076","2017-08-18 14:40:00",\N,\N,"60","2017-08-18 14:40:06","其他",\N,\N
"P25503038665574165","2017-08-18 14:44:00",\N,\N,"60","2017-08-18 14:44:25","其他",\N,\N
"P26503038691238464","2017-08-18 14:44:00",\N,\N,"60","2017-08-18 14:44:51","其他",\N,\N
"P13503039150058160","2017-08-18 14:52:00",\N,\N,"60","2017-08-18 14:52:30","其他",\N,\N
"P3503039355141635","2017-08-18 17:28:00","26949","京BZ5943","60","2017-08-18 14:55:55","抢单","26949","京BZ5943"
"P10503039894686463","2017-08-18 15:04:00",\N,\N,"60","2017-08-18 15:04:54","其他",\N,\N
"P7503040170138826","2017-08-18 15:09:00",\N,\N,"60","2017-08-18 15:09:30","其他",\N,\N
"P25503040294572413","2017-08-18 15:11:00",\N,\N,"60","2017-08-18 15:11:34","其他",\N,\N
"P30503040403316402","2017-08-18 15:13:00",\N,\N,"60","2017-08-18 15:13:22","其他",\N,\N
"P25503040423178307","2017-08-18 15:13:00",\N,\N,"60","2017-08-18 15:13:43","其他",\N,\N
"P13503040443554829","2017-08-18 15:14:00",\N,\N,"60","2017-08-18 15:14:03","其他",\N,\N
"P5503040790656290","2017-08-21 14:30:00",\N,\N,"60","2017-08-18 15:19:50","其他",\N,\N
"P24503040951272926","2017-08-21 14:30:00",\N,\N,"60","2017-08-18 15:22:31","其他",\N,\N
"P7503041111027150","2017-08-18 15:25:00",\N,\N,"60","2017-08-18 15:25:11","其他",\N,\N
"P25503041181576337","2017-08-18 15:26:00",\N,\N,"60","2017-08-18 15:26:21","其他",\N,\N
